Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
494	Spectrogram 1	1	20210316_144618.WAV	816.0	819.0	150	15000	webwar1	Western Bonelli's Warbler	0.34133634803327934	3
495	Spectrogram 1	1	20210316_144618.WAV	818.0	821.0	150	15000	cowpig1	Common Wood-Pigeon	0.6341663090758488	1
496	Spectrogram 1	1	20210316_144618.WAV	818.0	821.0	150	15000	stodov1	Stock Dove	0.4923310814701762	2
497	Spectrogram 1	1	20210316_144618.WAV	818.0	821.0	150	15000	eurtre1	Eurasian Treecreeper	0.3182084635612035	3
498	Spectrogram 1	1	20210316_144618.WAV	784.0	787.0	150	15000	grswoo	Great Spotted Woodpecker	0.31203683214768096	1
499	Spectrogram 1	1	20210316_144618.WAV	784.0	787.0	150	15000	eurtre1	Eurasian Treecreeper	0.3089530548015188	2
500	Spectrogram 1	1	20210316_144618.WAV	784.0	787.0	150	15000	graher1	Gray Heron	0.30826307413874565	3
501	Spectrogram 1	1	20210316_144618.WAV	820.0	823.0	150	15000	cowpig1	Common Wood-Pigeon	0.5963914096355576	1
502	Spectrogram 1	1	20210316_144618.WAV	820.0	823.0	150	15000	stodov1	Stock Dove	0.38856585029588364	2
503	Spectrogram 1	1	20210316_144618.WAV	820.0	823.0	150	15000	grswoo	Great Spotted Woodpecker	0.31488601412577694	3
504	Spectrogram 1	1	20210316_144618.WAV	822.0	825.0	150	15000	stodov1	Stock Dove	0.5270159792357401	1
505	Spectrogram 1	1	20210316_144618.WAV	822.0	825.0	150	15000	cowpig1	Common Wood-Pigeon	0.5182631722339123	2
506	Spectrogram 1	1	20210316_144618.WAV	822.0	825.0	150	15000	grswoo	Great Spotted Woodpecker	0.29739024708787576	3
507	Spectrogram 1	1	20210316_144618.WAV	824.0	827.0	150	15000	eurtre1	Eurasian Treecreeper	0.382710147957863	1
508	Spectrogram 1	1	20210316_144618.WAV	824.0	827.0	150	15000	eurrob1	European Robin	0.3601831639193824	2
509	Spectrogram 1	1	20210316_144618.WAV	824.0	827.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.35796665207343703	3
510	Spectrogram 1	1	20210316_144618.WAV	826.0	829.0	150	15000	eurtre1	Eurasian Treecreeper	0.3578266267586179	1
511	Spectrogram 1	1	20210316_144618.WAV	826.0	829.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.33611718721562933	2
512	Spectrogram 1	1	20210316_144618.WAV	826.0	829.0	150	15000	firecr1	Common Firecrest	0.3356111294534216	3
513	Spectrogram 1	1	20210316_144618.WAV	828.0	831.0	150	15000	eurtre1	Eurasian Treecreeper	0.404795467306231	1
514	Spectrogram 1	1	20210316_144618.WAV	828.0	831.0	150	15000	eurrob1	European Robin	0.3719299397544775	2
515	Spectrogram 1	1	20210316_144618.WAV	828.0	831.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.34384910719662304	3
516	Spectrogram 1	1	20210316_144618.WAV	830.0	833.0	150	15000	eurtre1	Eurasian Treecreeper	0.3855761650939139	1
517	Spectrogram 1	1	20210316_144618.WAV	830.0	833.0	150	15000	blawoo1	Black Woodpecker	0.38286164832878544	2
518	Spectrogram 1	1	20210316_144618.WAV	830.0	833.0	150	15000	norgos	Northern Goshawk	0.37514433846663436	3
519	Spectrogram 1	1	20210316_144618.WAV	832.0	835.0	150	15000	tawowl1	Tawny Owl	0.40515844720527255	1
520	Spectrogram 1	1	20210316_144618.WAV	832.0	835.0	150	15000	comcra	Common Crane	0.3404364732800111	2
521	Spectrogram 1	1	20210316_144618.WAV	832.0	835.0	150	15000	eurtre1	Eurasian Treecreeper	0.3259141734923993	3
522	Spectrogram 1	1	20210316_144618.WAV	834.0	837.0	150	15000	eurbul	Eurasian Bullfinch	0.3196266577196974	1
523	Spectrogram 1	1	20210316_144618.WAV	834.0	837.0	150	15000	misthr1	Mistle Thrush	0.318105767433801	2
524	Spectrogram 1	1	20210316_144618.WAV	834.0	837.0	150	15000	wlwwar	Willow Warbler	0.31773104027571963	3
525	Spectrogram 1	1	20210316_144618.WAV	836.0	839.0	150	15000	eurrob1	European Robin	0.32699260669114427	1
526	Spectrogram 1	1	20210316_144618.WAV	836.0	839.0	150	15000	eurtre1	Eurasian Treecreeper	0.32211739238516357	2
527	Spectrogram 1	1	20210316_144618.WAV	836.0	839.0	150	15000	webwar1	Western Bonelli's Warbler	0.29759098817002577	3
528	Spectrogram 1	1	20210316_144618.WAV	838.0	841.0	150	15000	eurtre1	Eurasian Treecreeper	0.3576271642828424	1
529	Spectrogram 1	1	20210316_144618.WAV	838.0	841.0	150	15000	norgos	Northern Goshawk	0.31566939501446806	2
530	Spectrogram 1	1	20210316_144618.WAV	838.0	841.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.3085549534843744	3
531	Spectrogram 1	1	20210316_144618.WAV	786.0	789.0	150	15000	eurtre1	Eurasian Treecreeper	0.3458694795554539	1
532	Spectrogram 1	1	20210316_144618.WAV	786.0	789.0	150	15000	eurrob1	European Robin	0.3273369123338554	2
533	Spectrogram 1	1	20210316_144618.WAV	786.0	789.0	150	15000	stodov1	Stock Dove	0.3253030514302631	3
534	Spectrogram 1	1	20210316_144618.WAV	788.0	791.0	150	15000	cowpig1	Common Wood-Pigeon	0.3768328571686629	1
535	Spectrogram 1	1	20210316_144618.WAV	788.0	791.0	150	15000	stodov1	Stock Dove	0.33742744570086197	2
536	Spectrogram 1	1	20210316_144618.WAV	788.0	791.0	150	15000	webwar1	Western Bonelli's Warbler	0.3258088778465028	3
537	Spectrogram 1	1	20210316_144618.WAV	840.0	843.0	150	15000	eurtre1	Eurasian Treecreeper	0.3629018476650459	1
538	Spectrogram 1	1	20210316_144618.WAV	840.0	843.0	150	15000	norgos	Northern Goshawk	0.3059360292077326	2
539	Spectrogram 1	1	20210316_144618.WAV	840.0	843.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.30592306297050254	3
540	Spectrogram 1	1	20210316_144618.WAV	850.0	853.0	150	15000	eurtre1	Eurasian Treecreeper	0.34018283832554647	1
541	Spectrogram 1	1	20210316_144618.WAV	850.0	853.0	150	15000	norgos	Northern Goshawk	0.32109751126803016	2
542	Spectrogram 1	1	20210316_144618.WAV	850.0	853.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.2937453720309051	3
543	Spectrogram 1	1	20210316_144618.WAV	852.0	855.0	150	15000	webwar1	Western Bonelli's Warbler	0.3001963673591242	1
544	Spectrogram 1	1	20210316_144618.WAV	852.0	855.0	150	15000	wlwwar	Willow Warbler	0.2956278021263842	2
545	Spectrogram 1	1	20210316_144618.WAV	852.0	855.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.28881077368376884	3
546	Spectrogram 1	1	20210316_144618.WAV	854.0	857.0	150	15000	eurtre1	Eurasian Treecreeper	0.34737452071930003	1
547	Spectrogram 1	1	20210316_144618.WAV	854.0	857.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.3177880166154811	2
548	Spectrogram 1	1	20210316_144618.WAV	854.0	857.0	150	15000	misthr1	Mistle Thrush	0.3147029938485082	3
549	Spectrogram 1	1	20210316_144618.WAV	856.0	859.0	150	15000	eurtre1	Eurasian Treecreeper	0.37739859251254854	1
550	Spectrogram 1	1	20210316_144618.WAV	856.0	859.0	150	15000	woowar	Wood Warbler	0.3664603843778438	2
551	Spectrogram 1	1	20210316_144618.WAV	856.0	859.0	150	15000	norgos	Northern Goshawk	0.3554567713017786	3
552	Spectrogram 1	1	20210316_144618.WAV	858.0	861.0	150	15000	eurtre1	Eurasian Treecreeper	0.32369678727675516	1
553	Spectrogram 1	1	20210316_144618.WAV	858.0	861.0	150	15000	eurrob1	European Robin	0.3013626136519821	2
554	Spectrogram 1	1	20210316_144618.WAV	858.0	861.0	150	15000	norgos	Northern Goshawk	0.2972934252610166	3
555	Spectrogram 1	1	20210316_144618.WAV	842.0	845.0	150	15000	eurtre1	Eurasian Treecreeper	0.36672608156666997	1
556	Spectrogram 1	1	20210316_144618.WAV	842.0	845.0	150	15000	norgos	Northern Goshawk	0.3391909762249383	2
557	Spectrogram 1	1	20210316_144618.WAV	842.0	845.0	150	15000	blawoo1	Black Woodpecker	0.32641880034889853	3
558	Spectrogram 1	1	20210316_144618.WAV	860.0	863.0	150	15000	eurtre1	Eurasian Treecreeper	0.34469812598823507	1
559	Spectrogram 1	1	20210316_144618.WAV	860.0	863.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.3335372723741214	2
560	Spectrogram 1	1	20210316_144618.WAV	860.0	863.0	150	15000	norgos	Northern Goshawk	0.33040934599908034	3
561	Spectrogram 1	1	20210316_144618.WAV	862.0	865.0	150	15000	eurbul	Eurasian Bullfinch	0.3312884693003755	1
562	Spectrogram 1	1	20210316_144618.WAV	862.0	865.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.30942164958062585	2
563	Spectrogram 1	1	20210316_144618.WAV	862.0	865.0	150	15000	eurrob1	European Robin	0.2988543314544561	3
564	Spectrogram 1	1	20210316_144618.WAV	864.0	867.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.28561005463524397	1
565	Spectrogram 1	1	20210316_144618.WAV	864.0	867.0	150	15000	norgos	Northern Goshawk	0.2850937047590705	2
566	Spectrogram 1	1	20210316_144618.WAV	864.0	867.0	150	15000	webwar1	Western Bonelli's Warbler	0.2830873901131171	3
567	Spectrogram 1	1	20210316_144618.WAV	866.0	869.0	150	15000	tawowl1	Tawny Owl	0.47578006504013326	1
568	Spectrogram 1	1	20210316_144618.WAV	866.0	869.0	150	15000	comcra	Common Crane	0.4186457246022964	2
569	Spectrogram 1	1	20210316_144618.WAV	866.0	869.0	150	15000	comrav	Common Raven	0.3339333348753734	3
570	Spectrogram 1	1	20210316_144618.WAV	868.0	871.0	150	15000	eurtre1	Eurasian Treecreeper	0.40969049967311677	1
571	Spectrogram 1	1	20210316_144618.WAV	868.0	871.0	150	15000	eurrob1	European Robin	0.37755626347059346	2
572	Spectrogram 1	1	20210316_144618.WAV	868.0	871.0	150	15000	shttre1	Short-toed Treecreeper	0.3472954715579387	3
573	Spectrogram 1	1	20210316_144618.WAV	870.0	873.0	150	15000	norgos	Northern Goshawk	0.29055488341968116	1
574	Spectrogram 1	1	20210316_144618.WAV	870.0	873.0	150	15000	eurrob1	European Robin	0.27813336151425827	2
575	Spectrogram 1	1	20210316_144618.WAV	870.0	873.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.2725940173719128	3
576	Spectrogram 1	1	20210316_144618.WAV	872.0	875.0	150	15000	yellow2	Yellowhammer	0.27886053581627784	1
577	Spectrogram 1	1	20210316_144618.WAV	872.0	875.0	150	15000	cirbun1	Cirl Bunting	0.2693068736570296	2
578	Spectrogram 1	1	20210316_144618.WAV	872.0	875.0	150	15000	woolar1	Wood Lark	0.2647738734529755	3
579	Spectrogram 1	1	20210316_144618.WAV	874.0	877.0	150	15000	eugplo	European Golden-Plover	0.3108971659853439	1
580	Spectrogram 1	1	20210316_144618.WAV	874.0	877.0	150	15000	perfal	Peregrine Falcon	0.2737307641651665	2
581	Spectrogram 1	1	20210316_144618.WAV	874.0	877.0	150	15000	norgos	Northern Goshawk	0.2663280795137074	3
582	Spectrogram 1	1	20210316_144618.WAV	876.0	879.0	150	15000	perfal	Peregrine Falcon	0.3442840448586568	1
583	Spectrogram 1	1	20210316_144618.WAV	876.0	879.0	150	15000	norgos	Northern Goshawk	0.32304271990778166	2
584	Spectrogram 1	1	20210316_144618.WAV	876.0	879.0	150	15000	combuz1	Common Buzzard	0.31110285203821225	3
585	Spectrogram 1	1	20210316_144618.WAV	878.0	881.0	150	15000	perfal	Peregrine Falcon	0.24000270328882534	1
586	Spectrogram 1	1	20210316_144618.WAV	878.0	881.0	150	15000	comrav	Common Raven	0.23662813270314334	2
587	Spectrogram 1	1	20210316_144618.WAV	878.0	881.0	150	15000	eurrob1	European Robin	0.23442039120036307	3
588	Spectrogram 1	1	20210316_144618.WAV	844.0	847.0	150	15000	eurtre1	Eurasian Treecreeper	0.3369076608607985	1
589	Spectrogram 1	1	20210316_144618.WAV	844.0	847.0	150	15000	eurrob1	European Robin	0.3143182675978703	2
590	Spectrogram 1	1	20210316_144618.WAV	844.0	847.0	150	15000	norgos	Northern Goshawk	0.3136499383089968	3
591	Spectrogram 1	1	20210316_144618.WAV	880.0	883.0	150	15000	snobun	Snow Bunting	0.25228517994209204	1
592	Spectrogram 1	1	20210316_144618.WAV	880.0	883.0	150	15000	comrav	Common Raven	0.24433153202702043	2
593	Spectrogram 1	1	20210316_144618.WAV	880.0	883.0	150	15000	norwhe	Northern Wheatear	0.23355336256319506	3
594	Spectrogram 1	1	20210316_144618.WAV	882.0	885.0	150	15000	snobun	Snow Bunting	0.29728310252087153	1
595	Spectrogram 1	1	20210316_144618.WAV	882.0	885.0	150	15000	eugplo	European Golden-Plover	0.28858690037320284	2
596	Spectrogram 1	1	20210316_144618.WAV	882.0	885.0	150	15000	norwhe	Northern Wheatear	0.2706908609616496	3
597	Spectrogram 1	1	20210316_144618.WAV	884.0	887.0	150	15000	goldcr1	Goldcrest	0.24284519450299744	1
598	Spectrogram 1	1	20210316_144618.WAV	884.0	887.0	150	15000	eurrob1	European Robin	0.24264184116158108	2
599	Spectrogram 1	1	20210316_144618.WAV	884.0	887.0	150	15000	eurtre1	Eurasian Treecreeper	0.22912175100687704	3
600	Spectrogram 1	1	20210316_144618.WAV	886.0	889.0	150	15000	snobun	Snow Bunting	0.24462722098670694	1
601	Spectrogram 1	1	20210316_144618.WAV	886.0	889.0	150	15000	woolar1	Wood Lark	0.22154344997599038	2
602	Spectrogram 1	1	20210316_144618.WAV	886.0	889.0	150	15000	eurrob1	European Robin	0.21620413857211407	3
603	Spectrogram 1	1	20210316_144618.WAV	888.0	891.0	150	15000	eurrob1	European Robin	0.2948211950591602	1
604	Spectrogram 1	1	20210316_144618.WAV	888.0	891.0	150	15000	yellow2	Yellowhammer	0.2909048735247285	2
605	Spectrogram 1	1	20210316_144618.WAV	888.0	891.0	150	15000	gretit1	Great Tit	0.2844252665881742	3
606	Spectrogram 1	1	20210316_144618.WAV	890.0	893.0	150	15000	eurrob1	European Robin	0.3285970370549452	1
607	Spectrogram 1	1	20210316_144618.WAV	890.0	893.0	150	15000	eurtre1	Eurasian Treecreeper	0.32517767546228077	2
608	Spectrogram 1	1	20210316_144618.WAV	890.0	893.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.30584843079232876	3
609	Spectrogram 1	1	20210316_144618.WAV	892.0	895.0	150	15000	eurrob1	European Robin	0.33363812252692965	1
610	Spectrogram 1	1	20210316_144618.WAV	892.0	895.0	150	15000	eurtre1	Eurasian Treecreeper	0.3270537803437295	2
611	Spectrogram 1	1	20210316_144618.WAV	892.0	895.0	150	15000	wlwwar	Willow Warbler	0.32007657670510253	3
612	Spectrogram 1	1	20210316_144618.WAV	894.0	897.0	150	15000	eurrob1	European Robin	0.2611144403567677	1
613	Spectrogram 1	1	20210316_144618.WAV	894.0	897.0	150	15000	eurtre1	Eurasian Treecreeper	0.2524044429208451	2
614	Spectrogram 1	1	20210316_144618.WAV	894.0	897.0	150	15000	goldcr1	Goldcrest	0.25094412258247206	3
615	Spectrogram 1	1	20210316_144618.WAV	896.0	899.0	150	15000	eurrob1	European Robin	0.2673636992785953	1
616	Spectrogram 1	1	20210316_144618.WAV	896.0	899.0	150	15000	wlwwar	Willow Warbler	0.26388322714610474	2
617	Spectrogram 1	1	20210316_144618.WAV	896.0	899.0	150	15000	gretit1	Great Tit	0.25547917813466203	3
618	Spectrogram 1	1	20210316_144618.WAV	898.0	901.0	150	15000	eurrob1	European Robin	0.2842201660243333	1
619	Spectrogram 1	1	20210316_144618.WAV	898.0	901.0	150	15000	yellow2	Yellowhammer	0.27953029323751627	2
620	Spectrogram 1	1	20210316_144618.WAV	898.0	901.0	150	15000	eurtre1	Eurasian Treecreeper	0.27652069115066885	3
621	Spectrogram 1	1	20210316_144618.WAV	846.0	849.0	150	15000	eurtre1	Eurasian Treecreeper	0.35077228657069687	1
622	Spectrogram 1	1	20210316_144618.WAV	846.0	849.0	150	15000	eurrob1	European Robin	0.3360057499891158	2
623	Spectrogram 1	1	20210316_144618.WAV	846.0	849.0	150	15000	webwar1	Western Bonelli's Warbler	0.3298416440106794	3
624	Spectrogram 1	1	20210316_144618.WAV	848.0	851.0	150	15000	eurtre1	Eurasian Treecreeper	0.4806972398862657	1
625	Spectrogram 1	1	20210316_144618.WAV	848.0	851.0	150	15000	norgos	Northern Goshawk	0.33533273080730336	2
626	Spectrogram 1	1	20210316_144618.WAV	848.0	851.0	150	15000	blawoo1	Black Woodpecker	0.32278432918976535	3
627	Spectrogram 1	1	20210316_144618.WAV	900.0	903.0	150	15000	eurrob1	European Robin	0.2808326532424015	1
628	Spectrogram 1	1	20210316_144618.WAV	900.0	903.0	150	15000	yellow2	Yellowhammer	0.2661637697023307	2
629	Spectrogram 1	1	20210316_144618.WAV	900.0	903.0	150	15000	goldcr1	Goldcrest	0.25975587482038615	3
630	Spectrogram 1	1	20210316_144618.WAV	910.0	913.0	150	15000	eurtre1	Eurasian Treecreeper	0.3553099959991755	1
631	Spectrogram 1	1	20210316_144618.WAV	910.0	913.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.3346997353204781	2
632	Spectrogram 1	1	20210316_144618.WAV	910.0	913.0	150	15000	norgos	Northern Goshawk	0.3328943222386532	3
633	Spectrogram 1	1	20210316_144618.WAV	912.0	915.0	150	15000	tawowl1	Tawny Owl	0.3919109818022938	1
634	Spectrogram 1	1	20210316_144618.WAV	912.0	915.0	150	15000	comrav	Common Raven	0.3584620648199619	2
635	Spectrogram 1	1	20210316_144618.WAV	912.0	915.0	150	15000	eurtre1	Eurasian Treecreeper	0.35218217659430817	3
636	Spectrogram 1	1	20210316_144618.WAV	914.0	917.0	150	15000	eurtre1	Eurasian Treecreeper	0.31165115774793056	1
637	Spectrogram 1	1	20210316_144618.WAV	914.0	917.0	150	15000	goldcr1	Goldcrest	0.2734358092795169	2
638	Spectrogram 1	1	20210316_144618.WAV	914.0	917.0	150	15000	eurrob1	European Robin	0.26174410436950274	3
639	Spectrogram 1	1	20210316_144618.WAV	916.0	919.0	150	15000	goldcr1	Goldcrest	0.2848370140136647	1
640	Spectrogram 1	1	20210316_144618.WAV	916.0	919.0	150	15000	eurrob1	European Robin	0.2764733891564987	2
641	Spectrogram 1	1	20210316_144618.WAV	916.0	919.0	150	15000	eurtre1	Eurasian Treecreeper	0.27602393097393524	3
642	Spectrogram 1	1	20210316_144618.WAV	918.0	921.0	150	15000	eurrob1	European Robin	0.26520245568680556	1
643	Spectrogram 1	1	20210316_144618.WAV	918.0	921.0	150	15000	wlwwar	Willow Warbler	0.26148702329985507	2
644	Spectrogram 1	1	20210316_144618.WAV	918.0	921.0	150	15000	norgos	Northern Goshawk	0.25842410726925147	3
645	Spectrogram 1	1	20210316_144618.WAV	902.0	905.0	150	15000	woolar1	Wood Lark	0.23228810085438298	1
646	Spectrogram 1	1	20210316_144618.WAV	902.0	905.0	150	15000	eurrob1	European Robin	0.23053905921375384	2
647	Spectrogram 1	1	20210316_144618.WAV	902.0	905.0	150	15000	goldcr1	Goldcrest	0.22486114938380103	3
648	Spectrogram 1	1	20210316_144618.WAV	920.0	923.0	150	15000	carcro1	Carrion Crow	0.32146492042762465	1
649	Spectrogram 1	1	20210316_144618.WAV	920.0	923.0	150	15000	combuz1	Common Buzzard	0.31637453929010806	2
650	Spectrogram 1	1	20210316_144618.WAV	920.0	923.0	150	15000	eurjay1	Eurasian Jay	0.28683754316159016	3
651	Spectrogram 1	1	20210316_144618.WAV	922.0	925.0	150	15000	carcro1	Carrion Crow	0.5153684238765066	1
652	Spectrogram 1	1	20210316_144618.WAV	922.0	925.0	150	15000	eurjay1	Eurasian Jay	0.3660386393610829	2
653	Spectrogram 1	1	20210316_144618.WAV	922.0	925.0	150	15000	eurtre1	Eurasian Treecreeper	0.329923543344213	3
654	Spectrogram 1	1	20210316_144618.WAV	924.0	927.0	150	15000	eurtre1	Eurasian Treecreeper	0.5157967799728395	1
655	Spectrogram 1	1	20210316_144618.WAV	924.0	927.0	150	15000	eurjay1	Eurasian Jay	0.3654214848059723	2
656	Spectrogram 1	1	20210316_144618.WAV	924.0	927.0	150	15000	norgos	Northern Goshawk	0.35552681011757525	3
657	Spectrogram 1	1	20210316_144618.WAV	926.0	929.0	150	15000	carcro1	Carrion Crow	0.5589420010460507	1
658	Spectrogram 1	1	20210316_144618.WAV	926.0	929.0	150	15000	eurjay1	Eurasian Jay	0.3039423500272644	2
659	Spectrogram 1	1	20210316_144618.WAV	926.0	929.0	150	15000	combuz1	Common Buzzard	0.27960094510533745	3
660	Spectrogram 1	1	20210316_144618.WAV	928.0	931.0	150	15000	carcro1	Carrion Crow	0.5274747058425606	1
661	Spectrogram 1	1	20210316_144618.WAV	928.0	931.0	150	15000	rook1	Rook	0.2920945183436172	2
662	Spectrogram 1	1	20210316_144618.WAV	928.0	931.0	150	15000	eurjay1	Eurasian Jay	0.28955485404369047	3
663	Spectrogram 1	1	20210316_144618.WAV	930.0	933.0	150	15000	misthr1	Mistle Thrush	0.48991489829161977	1
664	Spectrogram 1	1	20210316_144618.WAV	930.0	933.0	150	15000	eurbla	Eurasian Blackbird	0.3369744192083804	2
665	Spectrogram 1	1	20210316_144618.WAV	930.0	933.0	150	15000	sonthr1	Song Thrush	0.25983703701347993	3
666	Spectrogram 1	1	20210316_144618.WAV	932.0	935.0	150	15000	misthr1	Mistle Thrush	0.3393157785470005	1
667	Spectrogram 1	1	20210316_144618.WAV	932.0	935.0	150	15000	eurbla	Eurasian Blackbird	0.31813162472812806	2
668	Spectrogram 1	1	20210316_144618.WAV	932.0	935.0	150	15000	blackc1	Eurasian Blackcap	0.2971904678023823	3
669	Spectrogram 1	1	20210316_144618.WAV	934.0	937.0	150	15000	eurtre1	Eurasian Treecreeper	0.28501465703538587	1
670	Spectrogram 1	1	20210316_144618.WAV	934.0	937.0	150	15000	comrav	Common Raven	0.2781176679921504	2
671	Spectrogram 1	1	20210316_144618.WAV	934.0	937.0	150	15000	goldcr1	Goldcrest	0.27429879569307075	3
672	Spectrogram 1	1	20210316_144618.WAV	936.0	939.0	150	15000	tawowl1	Tawny Owl	0.3979955399715251	1
673	Spectrogram 1	1	20210316_144618.WAV	936.0	939.0	150	15000	comcra	Common Crane	0.3651039737833593	2
674	Spectrogram 1	1	20210316_144618.WAV	936.0	939.0	150	15000	misthr1	Mistle Thrush	0.3191736418235416	3
675	Spectrogram 1	1	20210316_144618.WAV	938.0	941.0	150	15000	tawowl1	Tawny Owl	0.5683909683429322	1
676	Spectrogram 1	1	20210316_144618.WAV	938.0	941.0	150	15000	comcra	Common Crane	0.4214181258914932	2
677	Spectrogram 1	1	20210316_144618.WAV	938.0	941.0	150	15000	rinphe	Ring-necked Pheasant	0.2955178560375326	3
678	Spectrogram 1	1	20210316_144618.WAV	904.0	907.0	150	15000	eurtre1	Eurasian Treecreeper	0.3308678632118455	1
679	Spectrogram 1	1	20210316_144618.WAV	904.0	907.0	150	15000	eurrob1	European Robin	0.31988543613977277	2
680	Spectrogram 1	1	20210316_144618.WAV	904.0	907.0	150	15000	eurbul	Eurasian Bullfinch	0.3107817222067576	3
681	Spectrogram 1	1	20210316_144618.WAV	940.0	943.0	150	15000	eurrob1	European Robin	0.2811121892354322	1
682	Spectrogram 1	1	20210316_144618.WAV	940.0	943.0	150	15000	eurtre1	Eurasian Treecreeper	0.27124058004986124	2
683	Spectrogram 1	1	20210316_144618.WAV	940.0	943.0	150	15000	goldcr1	Goldcrest	0.25879954368399927	3
684	Spectrogram 1	1	20210316_144618.WAV	942.0	945.0	150	15000	eurtre1	Eurasian Treecreeper	0.25529818632252954	1
685	Spectrogram 1	1	20210316_144618.WAV	942.0	945.0	150	15000	eurrob1	European Robin	0.254381683887276	2
686	Spectrogram 1	1	20210316_144618.WAV	942.0	945.0	150	15000	goldcr1	Goldcrest	0.24931874053711264	3
687	Spectrogram 1	1	20210316_144618.WAV	944.0	947.0	150	15000	eurtre1	Eurasian Treecreeper	0.2766062853381087	1
688	Spectrogram 1	1	20210316_144618.WAV	944.0	947.0	150	15000	eurrob1	European Robin	0.266763738394848	2
689	Spectrogram 1	1	20210316_144618.WAV	944.0	947.0	150	15000	goldcr1	Goldcrest	0.26187592941723026	3
690	Spectrogram 1	1	20210316_144618.WAV	946.0	949.0	150	15000	eurtre1	Eurasian Treecreeper	0.29658675263753437	1
691	Spectrogram 1	1	20210316_144618.WAV	946.0	949.0	150	15000	norgos	Northern Goshawk	0.29454377856702685	2
692	Spectrogram 1	1	20210316_144618.WAV	946.0	949.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.29208922535121584	3
693	Spectrogram 1	1	20210316_144618.WAV	948.0	951.0	150	15000	tawowl1	Tawny Owl	0.49510723234539683	1
694	Spectrogram 1	1	20210316_144618.WAV	948.0	951.0	150	15000	comcra	Common Crane	0.41481891750157757	2
695	Spectrogram 1	1	20210316_144618.WAV	948.0	951.0	150	15000	norgos	Northern Goshawk	0.37521676849591135	3
696	Spectrogram 1	1	20210316_144618.WAV	950.0	953.0	150	15000	eurtre1	Eurasian Treecreeper	0.3950670095020886	1
697	Spectrogram 1	1	20210316_144618.WAV	950.0	953.0	150	15000	eurbul	Eurasian Bullfinch	0.322720935005705	2
698	Spectrogram 1	1	20210316_144618.WAV	950.0	953.0	150	15000	norgos	Northern Goshawk	0.3142489394769929	3
699	Spectrogram 1	1	20210316_144618.WAV	952.0	955.0	150	15000	graher1	Gray Heron	0.4003874174313502	1
700	Spectrogram 1	1	20210316_144618.WAV	952.0	955.0	150	15000	eurjay1	Eurasian Jay	0.3720930196121357	2
701	Spectrogram 1	1	20210316_144618.WAV	952.0	955.0	150	15000	norgos	Northern Goshawk	0.3661727426882716	3
702	Spectrogram 1	1	20210316_144618.WAV	954.0	957.0	150	15000	eurtre1	Eurasian Treecreeper	0.30457213012446566	1
703	Spectrogram 1	1	20210316_144618.WAV	954.0	957.0	150	15000	eurrob1	European Robin	0.25130798930639553	2
704	Spectrogram 1	1	20210316_144618.WAV	954.0	957.0	150	15000	firecr1	Common Firecrest	0.244859725171006	3
705	Spectrogram 1	1	20210316_144618.WAV	956.0	959.0	150	15000	eurtre1	Eurasian Treecreeper	0.37210399333945904	1
706	Spectrogram 1	1	20210316_144618.WAV	956.0	959.0	150	15000	goldcr1	Goldcrest	0.34323370029201145	2
707	Spectrogram 1	1	20210316_144618.WAV	956.0	959.0	150	15000	firecr1	Common Firecrest	0.32616062405099805	3
708	Spectrogram 1	1	20210316_144618.WAV	958.0	961.0	150	15000	carcro1	Carrion Crow	0.3735510104713249	1
709	Spectrogram 1	1	20210316_144618.WAV	958.0	961.0	150	15000	eurjay1	Eurasian Jay	0.3564268045358607	2
710	Spectrogram 1	1	20210316_144618.WAV	958.0	961.0	150	15000	eurtre1	Eurasian Treecreeper	0.3526511246242511	3
711	Spectrogram 1	1	20210316_144618.WAV	906.0	909.0	150	15000	gretit1	Great Tit	0.3432114368149123	1
712	Spectrogram 1	1	20210316_144618.WAV	906.0	909.0	150	15000	blared1	Black Redstart	0.31021241361839674	2
713	Spectrogram 1	1	20210316_144618.WAV	906.0	909.0	150	15000	comred2	Common Redstart	0.29869864501106946	3
714	Spectrogram 1	1	20210316_144618.WAV	908.0	911.0	150	15000	eurrob1	European Robin	0.35224302443712396	1
715	Spectrogram 1	1	20210316_144618.WAV	908.0	911.0	150	15000	eurtre1	Eurasian Treecreeper	0.3519629562553712	2
